Entry,Anode/Cathode,Solvent,Electrolyte,Current/Potential
2459,BDD/Fe,AcOH: MeCN(1: 1),LiOAc,0.6 mA
2460,BDD/Fe,AcOH: MeCN(1: 1),NaO2CAd,0.3 mA
2461,BDD/Fe,AcOH: MeCN(1: 1),NaO2CAd,0.9 mA
2462,BDD/Fe,AcOH: MeCN(1: 1),NaO2CAd,1.2 mA
2463,BDD/Fe,AcOH: MeCN(1: 1),NaO2CAd,1.0 V
2464,BDD/Fe,AcOH: MeCN(1: 1),NaO2CAd,1.5 V
2465,BDD/Fe,AcOH: MeCN(1: 1),NaO2CAd,0.6 mA
2466,BDD/Fe,AcOH: MeCN(1: 1),NaOAc,0.3 mA
2467,BDD/Fe,AcOH: MeCN(1: 1),NaOAc,0.9 mA
2468,BDD/Fe,AcOH: MeCN(1: 1),NaOAc,1.2 mA
2469,BDD/Fe,AcOH: MeCN(1: 1),NaOAc,1.0 V
2470,BDD/Fe,AcOH: MeCN(1: 1),NaOAc,1.5 V
2471,BDD/Fe,AcOH: MeCN(1: 1),NaOAc,0.6 mA
2472,BDD/Fe,AcOH: MeCN(1: 1),nBu4NOAc,0.3 mA
2473,BDD/Fe,AcOH: MeCN(1: 1),nBu4NOAc,0.9 mA
2474,BDD/Fe,AcOH: MeCN(1: 1),nBu4NOAc,1.2 mA
2475,BDD/Fe,AcOH: MeCN(1: 1),nBu4NOAc,1.0 V
2476,BDD/Fe,AcOH: MeCN(1: 1),nBu4NOAc,1.5 V
2477,BDD/Fe,AcOH: MeCN(1: 1),nBu4NOAc,0.6 mA
2478,BDD/Fe,AcOH: MeCN(1: 1),nBu4NPF6,0.3 mA
2479,BDD/Fe,AcOH: MeCN(1: 1),nBu4NPF6,0.9 mA
2480,BDD/Fe,AcOH: MeCN(1: 1),nBu4NPF6,1.2 mA
2481,BDD/Fe,AcOH: MeCN(1: 1),nBu4NPF6,1.0 V
2482,BDD/Fe,AcOH: MeCN(1: 1),nBu4NPF6,1.5 V
2483,BDD/Fe,AcOH: MeCN(1: 1),nBu4NPF6,0.6 mA
2484,BDD/Fe,MeCN,NaOPiv,0.3 mA
2485,BDD/Fe,MeCN,NaOPiv,0.9 mA
2486,BDD/Fe,MeCN,NaOPiv,1.2 mA
2487,BDD/Fe,MeCN,NaOPiv,1.0 V
2488,BDD/Fe,MeCN,NaOPiv,1.5 V
2489,BDD/Fe,MeCN,NaOPiv,0.6 mA
2490,BDD/Fe,MeCN,K3PO4,0.3 mA
2491,BDD/Fe,MeCN,K3PO4,0.9 mA
2492,BDD/Fe,MeCN,K3PO4,1.2 mA
2493,BDD/Fe,MeCN,K3PO4,1.0 V
2494,BDD/Fe,MeCN,K3PO4,1.5 V
2495,BDD/Fe,MeCN,K3PO4,0.6 mA
2496,BDD/Fe,MeCN,KOAc,0.3 mA
2497,BDD/Fe,MeCN,KOAc,0.9 mA
2498,BDD/Fe,MeCN,KOAc,1.2 mA
2499,BDD/Fe,MeCN,KOAc,1.0 V
2500,BDD/Fe,MeCN,KOAc,1.5 V
2501,BDD/Fe,MeCN,KOAc,0.6 mA
2502,BDD/Fe,MeCN,LiClO4,0.3 mA
2503,BDD/Fe,MeCN,LiClO4,0.9 mA
2504,BDD/Fe,MeCN,LiClO4,1.2 mA
2505,BDD/Fe,MeCN,LiClO4,1.0 V
2506,BDD/Fe,MeCN,LiClO4,1.5 V
2507,BDD/Fe,MeCN,LiClO4,0.6 mA
2508,BDD/Fe,MeCN,LiOAc,0.3 mA
2509,BDD/Fe,MeCN,LiOAc,0.9 mA
2510,BDD/Fe,MeCN,LiOAc,1.2 mA
2511,BDD/Fe,MeCN,LiOAc,1.0 V
2512,BDD/Fe,MeCN,LiOAc,1.5 V
2513,BDD/Fe,MeCN,LiOAc,0.6 mA
2514,BDD/Fe,MeCN,NaO2CAd,0.3 mA
2515,BDD/Fe,MeCN,NaO2CAd,0.9 mA
2516,BDD/Fe,MeCN,NaO2CAd,1.2 mA
2517,BDD/Fe,MeCN,NaO2CAd,1.0 V
2518,BDD/Fe,MeCN,NaO2CAd,1.5 V
2519,BDD/Fe,MeCN,NaO2CAd,0.6 mA
2520,BDD/Fe,MeCN,NaOAc,0.3 mA
2521,BDD/Fe,MeCN,NaOAc,0.9 mA
2522,BDD/Fe,MeCN,NaOAc,1.2 mA
2523,BDD/Fe,MeCN,NaOAc,1.0 V
2524,BDD/Fe,MeCN,NaOAc,1.5 V
2525,BDD/Fe,MeCN,NaOAc,0.6 mA
2526,BDD/Fe,MeCN,nBu4NOAc,0.3 mA
2527,BDD/Fe,MeCN,nBu4NOAc,0.9 mA
2528,BDD/Fe,MeCN,nBu4NOAc,1.2 mA
2529,BDD/Fe,MeCN,nBu4NOAc,1.0 V
2530,BDD/Fe,MeCN,nBu4NOAc,1.5 V
2531,BDD/Fe,MeCN,nBu4NOAc,0.6 mA
2532,BDD/Fe,MeCN,nBu4NPF6,0.3 mA
2533,BDD/Fe,MeCN,nBu4NPF6,0.9 mA
2534,BDD/Fe,MeCN,nBu4NPF6,1.2 mA
2535,BDD/Fe,MeCN,nBu4NPF6,1.0 V
2536,BDD/Fe,MeCN,nBu4NPF6,1.5 V
2537,BDD/Fe,MeCN,nBu4NPF6,0.6 mA
2538,BDD/Fe,TFE,NaOPiv,0.3 mA
2539,BDD/Fe,TFE,NaOPiv,0.9 mA
2540,BDD/Fe,TFE,NaOPiv,1.2 mA
2541,BDD/Fe,TFE,NaOPiv,1.0 V
2542,BDD/Fe,TFE,NaOPiv,1.5 V
2543,BDD/Fe,TFE,NaOPiv,0.6 mA
2544,BDD/Fe,TFE,K3PO4,0.3 mA
2545,BDD/Fe,TFE,K3PO4,0.9 mA
2546,BDD/Fe,TFE,K3PO4,1.2 mA
2547,BDD/Fe,TFE,K3PO4,1.0 V
2548,BDD/Fe,TFE,K3PO4,1.5 V
2549,BDD/Fe,TFE,K3PO4,0.6 mA
2550,BDD/Fe,TFE,KOAc,0.3 mA
2551,BDD/Fe,TFE,KOAc,0.9 mA
2552,BDD/Fe,TFE,KOAc,1.2 mA
2553,BDD/Fe,TFE,KOAc,1.0 V
2554,BDD/Fe,TFE,KOAc,1.5 V
2555,BDD/Fe,TFE,KOAc,0.6 mA
2556,BDD/Fe,TFE,LiClO4,0.3 mA
2557,BDD/Fe,TFE,LiClO4,0.9 mA
2558,BDD/Fe,TFE,LiClO4,1.2 mA
2559,BDD/Fe,TFE,LiClO4,1.0 V
2560,BDD/Fe,TFE,LiClO4,1.5 V
2561,BDD/Fe,TFE,LiClO4,0.6 mA
2562,BDD/Fe,TFE,LiOAc,0.3 mA
2563,BDD/Fe,TFE,LiOAc,0.9 mA
2564,BDD/Fe,TFE,LiOAc,1.2 mA
2565,BDD/Fe,TFE,LiOAc,1.0 V
2566,BDD/Fe,TFE,LiOAc,1.5 V
2567,BDD/Fe,TFE,LiOAc,0.6 mA
2568,BDD/Fe,TFE,NaO2CAd,0.3 mA
2569,BDD/Fe,TFE,NaO2CAd,0.9 mA
2570,BDD/Fe,TFE,NaO2CAd,1.2 mA
2571,BDD/Fe,TFE,NaO2CAd,1.0 V
2572,BDD/Fe,TFE,NaO2CAd,1.5 V
2573,BDD/Fe,TFE,NaO2CAd,0.6 mA
2574,BDD/Fe,TFE,NaOAc,0.3 mA
2575,BDD/Fe,TFE,NaOAc,0.9 mA
2576,BDD/Fe,TFE,NaOAc,1.2 mA
2577,BDD/Fe,TFE,NaOAc,1.0 V
2578,BDD/Fe,TFE,NaOAc,1.5 V
2579,BDD/Fe,TFE,NaOAc,0.6 mA
2580,BDD/Fe,TFE,nBu4NOAc,0.3 mA
2581,BDD/Fe,TFE,nBu4NOAc,0.9 mA
2582,BDD/Fe,TFE,nBu4NOAc,1.2 mA
2583,BDD/Fe,TFE,nBu4NOAc,1.0 V
2584,BDD/Fe,TFE,nBu4NOAc,1.5 V
2585,BDD/Fe,TFE,nBu4NOAc,0.6 mA
2586,BDD/Fe,TFE,nBu4NPF6,0.3 mA
2587,BDD/Fe,TFE,nBu4NPF6,0.9 mA
2588,BDD/Fe,TFE,nBu4NPF6,1.2 mA
2589,BDD/Fe,TFE,nBu4NPF6,1.0 V
2590,BDD/Fe,TFE,nBu4NPF6,1.5 V
2591,BDD/Fe,TFE,nBu4NPF6,0.6 mA
2592,BDD/Fe,TFE: EtOH(1: 1),NaOPiv,0.3 mA
2593,BDD/Fe,TFE: EtOH(1: 1),NaOPiv,0.9 mA
2594,BDD/Fe,TFE: EtOH(1: 1),NaOPiv,1.2 mA
2595,BDD/Fe,TFE: EtOH(1: 1),NaOPiv,1.0 V
2596,BDD/Fe,TFE: EtOH(1: 1),NaOPiv,1.5 V
2597,BDD/Fe,TFE: EtOH(1: 1),NaOPiv,0.6 mA
2598,BDD/Fe,TFE: EtOH(1: 1),K3PO4,0.3 mA
2599,BDD/Fe,TFE: EtOH(1: 1),K3PO4,0.9 mA
2600,BDD/Fe,TFE: EtOH(1: 1),K3PO4,1.2 mA
2601,BDD/Fe,TFE: EtOH(1: 1),K3PO4,1.0 V
2602,BDD/Fe,TFE: EtOH(1: 1),K3PO4,1.5 V
2603,BDD/Fe,TFE: EtOH(1: 1),K3PO4,0.6 mA
2604,BDD/Fe,TFE: EtOH(1: 1),KOAc,0.3 mA
2605,BDD/Fe,TFE: EtOH(1: 1),KOAc,0.9 mA
2606,BDD/Fe,TFE: EtOH(1: 1),KOAc,1.2 mA
2607,BDD/Fe,TFE: EtOH(1: 1),KOAc,1.0 V
2608,BDD/Fe,TFE: EtOH(1: 1),KOAc,1.5 V
2609,BDD/Fe,TFE: EtOH(1: 1),KOAc,0.6 mA
2610,BDD/Fe,TFE: EtOH(1: 1),LiClO4,0.3 mA
2611,BDD/Fe,TFE: EtOH(1: 1),LiClO4,0.9 mA
2612,BDD/Fe,TFE: EtOH(1: 1),LiClO4,1.2 mA
2613,BDD/Fe,TFE: EtOH(1: 1),LiClO4,1.0 V
2614,BDD/Fe,TFE: EtOH(1: 1),LiClO4,1.5 V
2615,BDD/Fe,TFE: EtOH(1: 1),LiClO4,0.6 mA
2616,BDD/Fe,TFE: EtOH(1: 1),LiOAc,0.3 mA
2617,BDD/Fe,TFE: EtOH(1: 1),LiOAc,0.9 mA
2618,BDD/Fe,TFE: EtOH(1: 1),LiOAc,1.2 mA
2619,BDD/Fe,TFE: EtOH(1: 1),LiOAc,1.0 V
2620,BDD/Fe,TFE: EtOH(1: 1),LiOAc,1.5 V
2621,BDD/Fe,TFE: EtOH(1: 1),LiOAc,0.6 mA
2622,BDD/Fe,TFE: EtOH(1: 1),NaO2CAd,0.3 mA
2623,BDD/Fe,TFE: EtOH(1: 1),NaO2CAd,0.9 mA
2624,BDD/Fe,TFE: EtOH(1: 1),NaO2CAd,1.2 mA
2625,BDD/Fe,TFE: EtOH(1: 1),NaO2CAd,1.0 V
2626,BDD/Fe,TFE: EtOH(1: 1),NaO2CAd,1.5 V
2627,BDD/Fe,TFE: EtOH(1: 1),NaO2CAd,0.6 mA
2628,BDD/Fe,TFE: EtOH(1: 1),NaOAc,0.3 mA
2629,BDD/Fe,TFE: EtOH(1: 1),NaOAc,0.9 mA
2630,BDD/Fe,TFE: EtOH(1: 1),NaOAc,1.2 mA
2631,BDD/Fe,TFE: EtOH(1: 1),NaOAc,1.0 V
2632,BDD/Fe,TFE: EtOH(1: 1),NaOAc,1.5 V
2633,BDD/Fe,TFE: EtOH(1: 1),NaOAc,0.6 mA
2634,BDD/Fe,TFE: EtOH(1: 1),nBu4NOAc,0.3 mA
2635,BDD/Fe,TFE: EtOH(1: 1),nBu4NOAc,0.9 mA
2636,BDD/Fe,TFE: EtOH(1: 1),nBu4NOAc,1.2 mA
2637,BDD/Fe,TFE: EtOH(1: 1),nBu4NOAc,1.0 V
2638,BDD/Fe,TFE: EtOH(1: 1),nBu4NOAc,1.5 V
2639,BDD/Fe,TFE: EtOH(1: 1),nBu4NOAc,0.6 mA
2640,BDD/Fe,TFE: EtOH(1: 1),nBu4NPF6,0.3 mA
2641,BDD/Fe,TFE: EtOH(1: 1),nBu4NPF6,0.9 mA
2642,BDD/Fe,TFE: EtOH(1: 1),nBu4NPF6,1.2 mA
2643,BDD/Fe,TFE: EtOH(1: 1),nBu4NPF6,1.0 V
2644,BDD/Fe,TFE: EtOH(1: 1),nBu4NPF6,1.5 V
2645,BDD/Fe,TFE: EtOH(1: 1),nBu4NPF6,0.6 mA
2646,BDD/Fe,TFE: MeCN(1: 1),NaOPiv,0.3 mA
2647,BDD/Fe,TFE: MeCN(1: 1),NaOPiv,0.9 mA
2648,BDD/Fe,TFE: MeCN(1: 1),NaOPiv,1.2 mA
2649,BDD/Fe,TFE: MeCN(1: 1),NaOPiv,1.0 V
2650,BDD/Fe,TFE: MeCN(1: 1),NaOPiv,1.5 V
2651,BDD/Fe,TFE: MeCN(1: 1),NaOPiv,0.6 mA
2652,BDD/Fe,TFE: MeCN(1: 1),K3PO4,0.3 mA
2653,BDD/Fe,TFE: MeCN(1: 1),K3PO4,0.9 mA
2654,BDD/Fe,TFE: MeCN(1: 1),K3PO4,1.2 mA
2655,BDD/Fe,TFE: MeCN(1: 1),K3PO4,1.0 V
2656,BDD/Fe,TFE: MeCN(1: 1),K3PO4,1.5 V
2657,BDD/Fe,TFE: MeCN(1: 1),K3PO4,0.6 mA
2658,BDD/Fe,TFE: MeCN(1: 1),KOAc,0.3 mA
2659,BDD/Fe,TFE: MeCN(1: 1),KOAc,0.9 mA
2660,BDD/Fe,TFE: MeCN(1: 1),KOAc,1.2 mA
2661,BDD/Fe,TFE: MeCN(1: 1),KOAc,1.0 V
2662,BDD/Fe,TFE: MeCN(1: 1),KOAc,1.5 V
2663,BDD/Fe,TFE: MeCN(1: 1),KOAc,0.6 mA
2664,BDD/Fe,TFE: MeCN(1: 1),LiClO4,0.3 mA
2665,BDD/Fe,TFE: MeCN(1: 1),LiClO4,0.9 mA
2666,BDD/Fe,TFE: MeCN(1: 1),LiClO4,1.2 mA
2667,BDD/Fe,TFE: MeCN(1: 1),LiClO4,1.0 V
2668,BDD/Fe,TFE: MeCN(1: 1),LiClO4,1.5 V
2669,BDD/Fe,TFE: MeCN(1: 1),LiClO4,0.6 mA
2670,BDD/Fe,TFE: MeCN(1: 1),LiOAc,0.3 mA
2671,BDD/Fe,TFE: MeCN(1: 1),LiOAc,0.9 mA
2672,BDD/Fe,TFE: MeCN(1: 1),LiOAc,1.2 mA
2673,BDD/Fe,TFE: MeCN(1: 1),LiOAc,1.0 V
2674,BDD/Fe,TFE: MeCN(1: 1),LiOAc,1.5 V
2675,BDD/Fe,TFE: MeCN(1: 1),LiOAc,0.6 mA
2676,BDD/Fe,TFE: MeCN(1: 1),NaO2CAd,0.3 mA
2677,BDD/Fe,TFE: MeCN(1: 1),NaO2CAd,0.9 mA
2678,BDD/Fe,TFE: MeCN(1: 1),NaO2CAd,1.2 mA
2679,BDD/Fe,TFE: MeCN(1: 1),NaO2CAd,1.0 V
2680,BDD/Fe,TFE: MeCN(1: 1),NaO2CAd,1.5 V
2681,BDD/Fe,TFE: MeCN(1: 1),NaO2CAd,0.6 mA
2682,BDD/Fe,TFE: MeCN(1: 1),NaOAc,0.3 mA
2683,BDD/Fe,TFE: MeCN(1: 1),NaOAc,0.9 mA
2684,BDD/Fe,TFE: MeCN(1: 1),NaOAc,1.2 mA
2685,BDD/Fe,TFE: MeCN(1: 1),NaOAc,1.0 V
2686,BDD/Fe,TFE: MeCN(1: 1),NaOAc,1.5 V
2687,BDD/Fe,TFE: MeCN(1: 1),NaOAc,0.6 mA
2688,BDD/Fe,TFE: MeCN(1: 1),nBu4NOAc,0.3 mA
2689,BDD/Fe,TFE: MeCN(1: 1),nBu4NOAc,0.9 mA
2690,BDD/Fe,TFE: MeCN(1: 1),nBu4NOAc,1.2 mA
2691,BDD/Fe,TFE: MeCN(1: 1),nBu4NOAc,1.0 V
2692,BDD/Fe,TFE: MeCN(1: 1),nBu4NOAc,1.5 V
2693,BDD/Fe,TFE: MeCN(1: 1),nBu4NOAc,0.6 mA
2694,BDD/Fe,TFE: MeCN(1: 1),nBu4NPF6,0.3 mA
2695,BDD/Fe,TFE: MeCN(1: 1),nBu4NPF6,0.9 mA
2696,BDD/Fe,TFE: MeCN(1: 1),nBu4NPF6,1.2 mA
2697,BDD/Fe,TFE: MeCN(1: 1),nBu4NPF6,1.0 V
2698,BDD/Fe,TFE: MeCN(1: 1),nBu4NPF6,1.5 V
2699,BDD/Fe,TFE: MeCN(1: 1),nBu4NPF6,0.6 mA
2700,GF/BDD,AcOH: TFE(1: 1),NaOPiv,0.3 mA
2701,GF/BDD,AcOH: TFE(1: 1),NaOPiv,0.9 mA
2702,GF/BDD,AcOH: TFE(1: 1),NaOPiv,1.2 mA
2703,GF/BDD,AcOH: TFE(1: 1),NaOPiv,1.0 V
2704,GF/BDD,AcOH: TFE(1: 1),NaOPiv,1.5 V
2705,GF/BDD,AcOH: TFE(1: 1),NaOPiv,0.6 mA
2706,GF/BDD,AcOH: TFE(1: 1),K3PO4,0.3 mA
2707,GF/BDD,AcOH: TFE(1: 1),K3PO4,0.9 mA
2708,GF/BDD,AcOH: TFE(1: 1),K3PO4,1.2 mA
2709,GF/BDD,AcOH: TFE(1: 1),K3PO4,1.0 V
2710,GF/BDD,AcOH: TFE(1: 1),K3PO4,1.5 V
2711,GF/BDD,AcOH: TFE(1: 1),K3PO4,0.6 mA
2712,GF/BDD,AcOH: TFE(1: 1),KOAc,0.3 mA
2713,GF/BDD,AcOH: TFE(1: 1),KOAc,0.9 mA
2714,GF/BDD,AcOH: TFE(1: 1),KOAc,1.2 mA
2715,GF/BDD,AcOH: TFE(1: 1),KOAc,1.0 V
2716,GF/BDD,AcOH: TFE(1: 1),KOAc,1.5 V
2717,GF/BDD,AcOH: TFE(1: 1),KOAc,0.6 mA
2718,GF/BDD,AcOH: TFE(1: 1),LiClO4,0.3 mA
2719,GF/BDD,AcOH: TFE(1: 1),LiClO4,0.9 mA
2720,GF/BDD,AcOH: TFE(1: 1),LiClO4,1.2 mA
2721,GF/BDD,AcOH: TFE(1: 1),LiClO4,1.0 V
2722,GF/BDD,AcOH: TFE(1: 1),LiClO4,1.5 V
2723,GF/BDD,AcOH: TFE(1: 1),LiClO4,0.6 mA
2724,GF/BDD,AcOH: TFE(1: 1),LiOAc,0.3 mA
2725,GF/BDD,AcOH: TFE(1: 1),LiOAc,0.9 mA
2726,GF/BDD,AcOH: TFE(1: 1),LiOAc,1.2 mA
2727,GF/BDD,AcOH: TFE(1: 1),LiOAc,1.0 V
2728,GF/BDD,AcOH: TFE(1: 1),LiOAc,1.5 V
2729,GF/BDD,AcOH: TFE(1: 1),LiOAc,0.6 mA
2730,GF/BDD,AcOH: TFE(1: 1),NaO2CAd,0.3 mA
2731,GF/BDD,AcOH: TFE(1: 1),NaO2CAd,0.9 mA
2732,GF/BDD,AcOH: TFE(1: 1),NaO2CAd,1.2 mA
2733,GF/BDD,AcOH: TFE(1: 1),NaO2CAd,1.0 V
2734,GF/BDD,AcOH: TFE(1: 1),NaO2CAd,1.5 V
2735,GF/BDD,AcOH: TFE(1: 1),NaO2CAd,0.6 mA
2736,GF/BDD,AcOH: TFE(1: 1),NaOAc,0.3 mA
2737,GF/BDD,AcOH: TFE(1: 1),NaOAc,0.9 mA
2738,GF/BDD,AcOH: TFE(1: 1),NaOAc,1.2 mA
2739,GF/BDD,AcOH: TFE(1: 1),NaOAc,1.0 V
2740,GF/BDD,AcOH: TFE(1: 1),NaOAc,1.5 V
2741,GF/BDD,AcOH: TFE(1: 1),NaOAc,0.6 mA
2742,GF/BDD,AcOH: TFE(1: 1),nBu4NOAc,0.3 mA
2743,GF/BDD,AcOH: TFE(1: 1),nBu4NOAc,0.9 mA
2744,GF/BDD,AcOH: TFE(1: 1),nBu4NOAc,1.2 mA
2745,GF/BDD,AcOH: TFE(1: 1),nBu4NOAc,1.0 V
2746,GF/BDD,AcOH: TFE(1: 1),nBu4NOAc,1.5 V
2747,GF/BDD,AcOH: TFE(1: 1),nBu4NOAc,0.6 mA
2748,GF/BDD,AcOH: TFE(1: 1),nBu4NPF6,0.3 mA
2749,GF/BDD,AcOH: TFE(1: 1),nBu4NPF6,0.9 mA
2750,GF/BDD,AcOH: TFE(1: 1),nBu4NPF6,1.2 mA
2751,GF/BDD,AcOH: TFE(1: 1),nBu4NPF6,1.0 V
2752,GF/BDD,AcOH: TFE(1: 1),nBu4NPF6,1.5 V
2753,GF/BDD,AcOH: TFE(1: 1),nBu4NPF6,0.6 mA
2754,GF/BDD,EtOH,NaOPiv,0.3 mA
2755,GF/BDD,EtOH,NaOPiv,0.9 mA
2756,GF/BDD,EtOH,NaOPiv,1.2 mA
2757,GF/BDD,EtOH,NaOPiv,1.0 V
2758,GF/BDD,EtOH,NaOPiv,1.5 V
2759,GF/BDD,EtOH,NaOPiv,0.6 mA
2760,GF/BDD,EtOH,K3PO4,0.3 mA
2761,GF/BDD,EtOH,K3PO4,0.9 mA
2762,GF/BDD,EtOH,K3PO4,1.2 mA
2763,GF/BDD,EtOH,K3PO4,1.0 V
2764,GF/BDD,EtOH,K3PO4,1.5 V
2765,GF/BDD,EtOH,K3PO4,0.6 mA
2766,GF/BDD,EtOH,KOAc,0.3 mA
2767,GF/BDD,EtOH,KOAc,0.9 mA
2768,GF/BDD,EtOH,KOAc,1.2 mA
2769,GF/BDD,EtOH,KOAc,1.0 V
2770,GF/BDD,EtOH,KOAc,1.5 V
2771,GF/BDD,EtOH,KOAc,0.6 mA
2772,GF/BDD,EtOH,LiClO4,0.3 mA
2773,GF/BDD,EtOH,LiClO4,0.9 mA
2774,GF/BDD,EtOH,LiClO4,1.2 mA
2775,GF/BDD,EtOH,LiClO4,1.0 V
2776,GF/BDD,EtOH,LiClO4,1.5 V
2777,GF/BDD,EtOH,LiClO4,0.6 mA
2778,GF/BDD,EtOH,LiOAc,0.3 mA
2779,GF/BDD,EtOH,LiOAc,0.9 mA
2780,GF/BDD,EtOH,LiOAc,1.2 mA
2781,GF/BDD,EtOH,LiOAc,1.0 V
2782,GF/BDD,EtOH,LiOAc,1.5 V
2783,GF/BDD,EtOH,LiOAc,0.6 mA
2784,GF/BDD,EtOH,NaO2CAd,0.3 mA
2785,GF/BDD,EtOH,NaO2CAd,0.9 mA
2786,GF/BDD,EtOH,NaO2CAd,1.2 mA
2787,GF/BDD,EtOH,NaO2CAd,1.0 V
2788,GF/BDD,EtOH,NaO2CAd,1.5 V
2789,GF/BDD,EtOH,NaO2CAd,0.6 mA
2790,GF/BDD,EtOH,NaOAc,0.3 mA
2791,GF/BDD,EtOH,NaOAc,0.9 mA
2792,GF/BDD,EtOH,NaOAc,1.2 mA
2793,GF/BDD,EtOH,NaOAc,1.0 V
2794,GF/BDD,EtOH,NaOAc,1.5 V
2795,GF/BDD,EtOH,NaOAc,0.6 mA
2796,GF/BDD,EtOH,nBu4NOAc,0.3 mA
2797,GF/BDD,EtOH,nBu4NOAc,0.9 mA
2798,GF/BDD,EtOH,nBu4NOAc,1.2 mA
2799,GF/BDD,EtOH,nBu4NOAc,1.0 V
2800,GF/BDD,EtOH,nBu4NOAc,1.5 V
2801,GF/BDD,EtOH,nBu4NOAc,0.6 mA
2802,GF/BDD,EtOH,nBu4NPF6,0.3 mA
2803,GF/BDD,EtOH,nBu4NPF6,0.9 mA
2804,GF/BDD,EtOH,nBu4NPF6,1.2 mA
2805,GF/BDD,EtOH,nBu4NPF6,1.0 V
2806,GF/BDD,EtOH,nBu4NPF6,1.5 V
2807,GF/BDD,EtOH,nBu4NPF6,0.6 mA
2808,GF/BDD,EtOH: MeCN(1: 1),NaOPiv,0.3 mA
2809,GF/BDD,EtOH: MeCN(1: 1),NaOPiv,0.9 mA
2810,GF/BDD,EtOH: MeCN(1: 1),NaOPiv,1.2 mA
2811,GF/BDD,EtOH: MeCN(1: 1),NaOPiv,1.0 V
2812,GF/BDD,EtOH: MeCN(1: 1),NaOPiv,1.5 V
2813,GF/BDD,EtOH: MeCN(1: 1),NaOPiv,0.6 mA
2814,GF/BDD,EtOH: MeCN(1: 1),K3PO4,0.3 mA
2815,GF/BDD,EtOH: MeCN(1: 1),K3PO4,0.9 mA
2816,GF/BDD,EtOH: MeCN(1: 1),K3PO4,1.2 mA
2817,GF/BDD,EtOH: MeCN(1: 1),K3PO4,1.0 V
2818,GF/BDD,EtOH: MeCN(1: 1),K3PO4,1.5 V
2819,GF/BDD,EtOH: MeCN(1: 1),K3PO4,0.6 mA
2820,GF/BDD,EtOH: MeCN(1: 1),KOAc,0.3 mA
2821,GF/BDD,EtOH: MeCN(1: 1),KOAc,0.9 mA
2822,GF/BDD,EtOH: MeCN(1: 1),KOAc,1.2 mA
2823,GF/BDD,EtOH: MeCN(1: 1),KOAc,1.0 V
2824,GF/BDD,EtOH: MeCN(1: 1),KOAc,1.5 V
2825,GF/BDD,EtOH: MeCN(1: 1),KOAc,0.6 mA
2826,GF/BDD,EtOH: MeCN(1: 1),LiClO4,0.3 mA
2827,GF/BDD,EtOH: MeCN(1: 1),LiClO4,0.9 mA
2828,GF/BDD,EtOH: MeCN(1: 1),LiClO4,1.2 mA
2829,GF/BDD,EtOH: MeCN(1: 1),LiClO4,1.0 V
2830,GF/BDD,EtOH: MeCN(1: 1),LiClO4,1.5 V
2831,GF/BDD,EtOH: MeCN(1: 1),LiClO4,0.6 mA
2832,GF/BDD,EtOH: MeCN(1: 1),LiOAc,0.3 mA
2833,GF/BDD,EtOH: MeCN(1: 1),LiOAc,0.9 mA
2834,GF/BDD,EtOH: MeCN(1: 1),LiOAc,1.2 mA
2835,GF/BDD,EtOH: MeCN(1: 1),LiOAc,1.0 V
2836,GF/BDD,EtOH: MeCN(1: 1),LiOAc,1.5 V
2837,GF/BDD,EtOH: MeCN(1: 1),LiOAc,0.6 mA
2838,GF/BDD,EtOH: MeCN(1: 1),NaO2CAd,0.3 mA
2839,GF/BDD,EtOH: MeCN(1: 1),NaO2CAd,0.9 mA
2840,GF/BDD,EtOH: MeCN(1: 1),NaO2CAd,1.2 mA
2841,GF/BDD,EtOH: MeCN(1: 1),NaO2CAd,1.0 V
2842,GF/BDD,EtOH: MeCN(1: 1),NaO2CAd,1.5 V
2843,GF/BDD,EtOH: MeCN(1: 1),NaO2CAd,0.6 mA
2844,GF/BDD,EtOH: MeCN(1: 1),NaOAc,0.3 mA
2845,GF/BDD,EtOH: MeCN(1: 1),NaOAc,0.9 mA
2846,GF/BDD,EtOH: MeCN(1: 1),NaOAc,1.2 mA
2847,GF/BDD,EtOH: MeCN(1: 1),NaOAc,1.0 V
2848,GF/BDD,EtOH: MeCN(1: 1),NaOAc,1.5 V
2849,GF/BDD,EtOH: MeCN(1: 1),NaOAc,0.6 mA
2850,GF/BDD,EtOH: MeCN(1: 1),nBu4NOAc,0.3 mA
2851,GF/BDD,EtOH: MeCN(1: 1),nBu4NOAc,0.9 mA
2852,GF/BDD,EtOH: MeCN(1: 1),nBu4NOAc,1.2 mA
2853,GF/BDD,EtOH: MeCN(1: 1),nBu4NOAc,1.0 V
2854,GF/BDD,EtOH: MeCN(1: 1),nBu4NOAc,1.5 V
2855,GF/BDD,EtOH: MeCN(1: 1),nBu4NOAc,0.6 mA
2856,GF/BDD,EtOH: MeCN(1: 1),nBu4NPF6,0.3 mA
2857,GF/BDD,EtOH: MeCN(1: 1),nBu4NPF6,0.9 mA
2858,GF/BDD,EtOH: MeCN(1: 1),nBu4NPF6,1.2 mA
2859,GF/BDD,EtOH: MeCN(1: 1),nBu4NPF6,1.0 V
2860,GF/BDD,EtOH: MeCN(1: 1),nBu4NPF6,1.5 V
